0.015623,10.000000,0.000062,1.570801
0.031246,10.000000,0.000125,1.570806
0.046869,10.000000,0.000187,1.570811
0.062492,10.000000,0.000250,1.570816
0.078115,10.000000,0.000312,1.570821
0.093738,10.000000,0.000375,1.570826
0.109361,10.000000,0.000437,1.570831
0.124984,10.000000,0.000500,1.570836
0.140607,10.000000,0.000562,1.570841
0.156230,10.000000,0.000625,1.570846
0.171854,10.000000,0.000687,1.570851
0.187477,10.000000,0.000750,1.570856
0.203100,10.000000,0.000812,1.570861
0.218723,10.000001,0.000875,1.570866
0.234346,10.000001,0.000937,1.570871
0.249969,10.000001,0.001000,1.570876
0.265592,10.000001,0.001062,1.570881
0.281215,10.000001,0.001125,1.570886
0.296838,10.000001,0.001187,1.570891
0.312461,10.000001,0.001250,1.570896
0.328084,10.000001,0.001312,1.570901
0.343707,10.000001,0.001375,1.570906
0.359330,10.000001,0.001437,1.570911
0.374953,10.000002,0.001500,1.570916
0.390576,10.000002,0.001562,1.570921
0.406199,10.000002,0.001625,1.570926
0.421822,10.000002,0.001687,1.570931
0.437445,10.000002,0.001750,1.570936
0.453068,10.000002,0.001812,1.570941
0.468691,10.000002,0.001875,1.570946
0.484315,10.000003,0.001937,1.570951
0.499938,10.000003,0.002000,1.570956
0.515561,10.000003,0.002062,1.570961
0.531184,10.000003,0.002125,1.570966
0.546807,10.000003,0.002187,1.570971
0.562430,10.000003,0.002250,1.570976
0.578053,10.000004,0.002312,1.570981
0.593676,10.000004,0.002375,1.570986
0.609299,10.000004,0.002437,1.570991
0.624922,10.000004,0.002500,1.570996
0.640545,10.000004,0.002562,1.571001
0.656168,10.000005,0.002625,1.571006
0.671791,10.000005,0.002687,1.571011
0.687414,10.000005,0.002750,1.571016
0.703037,10.000005,0.002812,1.571021
0.718660,10.000006,0.002875,1.571026
0.734283,10.000006,0.002937,1.571031
0.749907,10.000006,0.003000,1.571036
0.765530,10.000006,0.003062,1.571041
0.781153,10.000007,0.003125,1.571046
0.796776,10.000007,0.003187,1.571051
0.812399,10.000007,0.003250,1.571056
0.828022,10.000007,0.003312,1.571061
0.843645,10.000008,0.003374,1.571066
0.859268,10.000008,0.003437,1.571071
0.874891,10.000008,0.003499,1.571076
0.890514,10.000008,0.003562,1.571081
0.906137,10.000009,0.003624,1.571086
0.921760,10.000009,0.003687,1.571091
0.937383,10.000009,0.003749,1.571096
0.953006,10.000010,0.003812,1.571101
0.968629,10.000010,0.003874,1.571106
0.984253,10.000010,0.003937,1.571111
0.999876,10.000011,0.003999,1.571116
1.015499,10.000011,0.004062,1.571121
1.031122,10.000011,0.004124,1.571126
1.046745,10.000012,0.004187,1.571131
1.062368,10.000012,0.004249,1.571136
1.077991,10.000012,0.004312,1.571141
1.093614,10.000013,0.004374,1.571146
1.109237,10.000013,0.004437,1.571151
1.124860,10.000013,0.004499,1.571156
1.140483,10.000014,0.004562,1.571161
1.156106,10.000014,0.004624,1.571166
1.171730,10.000015,0.004687,1.571171
1.187353,10.000015,0.004749,1.571176
1.202976,10.000015,0.004812,1.571181
1.218599,10.000016,0.004874,1.571186
1.234222,10.000016,0.004937,1.571191
1.249845,10.000017,0.004999,1.571196
1.265468,10.000017,0.005062,1.571201
1.281091,10.000017,0.005124,1.571206
1.296714,10.000018,0.005187,1.571211
1.312337,10.000018,0.005249,1.571216
1.327960,10.000019,0.005312,1.571221
1.343584,10.000019,0.005374,1.571226
1.359207,10.000020,0.005437,1.571231
1.374830,10.000020,0.005499,1.571236
1.390453,10.000021,0.005562,1.571241
1.406076,10.000021,0.005624,1.571246
1.421699,10.000021,0.005687,1.571251
1.437322,10.000022,0.005749,1.571256
1.452945,10.000022,0.005812,1.571261
1.468568,10.000023,0.005874,1.571266
1.484191,10.000023,0.005937,1.571271
1.499815,10.000024,0.005999,1.571276
1.515438,10.000024,0.006062,1.571281
1.531061,10.000025,0.006124,1.571286
1.546684,10.000025,0.006187,1.571291
1.562307,10.000026,0.006249,1.571296
